,Id_produit,Nom produit,Reference,Categorie principale,Categorie,EAN,Supplier_reference,Fournisseur,Marque,Prix,Quantite,VALEUR STOCK
172,42264,MARK STRINGS - BALANCED 045-130 NICKEL PLATED STEEL - Jeu 5 cordes basse,BALANCED 045-130 NICKEL PLATED,Cordes Guitares & Basses,Cordes Basses Electriques,8033830000000.0,4S70425859002,Mogar,Mark Strings,27.9,1,27.9
173,26595,PROVIDENCE - V206 SLIM PATCH 20CM L/L,V206 SLIM PATCH 20CM L/L,Accessoires Guitares & Basses,CÃ¢bles de Patch,4539590000000.0,PVV206-20,Filling Distribution,Providence,30.9,1,30.9
174,7555,VOX - AMPLUG 2 CLASSIC ROCK,AMPLUG 2 CLASSIC ROCK,Accessoires Guitares & Basses,Amplificateurs pour Casque Compacts,4959110000000.0,MVO AP2-CR,Algam - Camac,Vox,27.8,1,27.8
175,11786,VOX - AMPLUG 2 LEAD,AMPLUG 2 LEAD,Accessoires Guitares & Basses,Amplificateurs pour Casque Compacts,4959110000000.0,MVO AP2-LD,Algam - Camac,Vox,27.8,1,27.8
176,38662,ORTEGA - OGH-1TSB - Support mural guitare sunburst,OGH-1TSB,Accessoires Guitares & Basses,Supports Guitares & Basses,842960000000.0,OGH-1TSB,Saico - Ti,Ortega,6.35,4,25.4
177,49450,DR STRINGS - BKBT-50 - Cordes basse Ã©lectrique 4 cordes,BKBT-50,Cordes Guitares & Basses,Cordes Basses Electriques,600781000000.0,DRS-BKBT-50,HTD - High Tech Distribution,DR Strings,25.0,1,25.0
178,13026,ERNIE BALL - 3834 - SUPER SLINKY COATED 45-100 - Cordes de Basse Ãlectrique - Jeu de 4,CEB 3834,Cordes Guitares & Basses,Cordes Basses Electriques,749699000000.0,CEB 3834,Algam - Gaffarel,Ernie Ball,24.5,1,24.5
179,44641,MARTIN GUITARS - M170 - Jeu de 6 cordes folk,M170,Cordes Guitares & Basses,Cordes Guitares Acoustiques / Folks,729790000000.0,CMA M170,Algam - Camac,Martin Guitars,4.05,6,24.3
180,44968,AQUILA - 21CH - Jeu de 5 cordes ronroco,21CH,Cordes Guitares & Basses,Autres Cordes,8052410000000.0,CAQ 21CH,Algam - Camac,Aquila,5.9,4,23.6
181,13357,SHUBB - AXYS - Bottleneck RÃ©versible pour Guitare,AXYS,Accessoires Guitares & Basses,"Bottlenecks, Tone Bars, Fretwraps",700683000000.0,ASB AX,Algam - Camac,Shubb,22.9,1,22.9
182,31389,IBANEZ - ISC1,ISC1,Accessoires Guitares & Basses,Accessoires Divers Guitares & Basses,4549760000000.0,ISC1,Hoshino,Ibanez,5.61,4,22.44
183,34085,LEVY'S - MC8JQ-001 - Sangle guitare et basse coton tissÃ©,MC8JQ-001,Accessoires Guitares & Basses,Sangles Guitares & Basses,734991000000.0,LEV-MC8JQ-001,HTD - High Tech Distribution,Levy's,22.22,1,22.22
184,39019,KIDAM - KG1001VI - Sangle guitare cuir,KG1001VI,Accessoires Guitares & Basses,Sangles Guitares & Basses,7506360000000.0,KID154,DIM France Audio,Kidam,21.68,1,21.68
185,17372,ERNIE BALL - AEB 9195,AEB 9195,Accessoires Guitares & Basses,MÃ©diators,749699000000.0,AEB 9195,Algam - Gaffarel,Ernie Ball,4.3,5,21.5
186,35544,ELIXIR - 19052 ELEC OPTIWEB L 10-46,19052,Cordes Guitares & Basses,Cordes Guitares Electriques,733132000000.0,CEL 19052,Algam - Camac,Elixir,10.75,2,21.5
187,35551,ELIXIR - 19102 ELEC OPTIWEB M 11-49,19102,Cordes Guitares & Basses,Cordes Guitares Electriques,733132000000.0,CEL 19102,Algam - Camac,Elixir,10.75,2,21.5
188,42263,MARK STRINGS - BALANCED 045-105 NICKEL PLATED STEEL - Jeu 4 cordes basse,BALANCED 045-105 NICKEL PLATED,Cordes Guitares & Basses,Cordes Basses Electriques,8033830000000.0,4S70425859001,Mogar,Mark Strings,20.93,1,20.93
189,44419,SAVAREZ - 514R,514R,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,698503000000.0,CSA 514R,Algam - Camac,Savarez,2.3,9,20.7
190,44423,SAVAREZ - 515R,515R,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,698503000000.0,CSA 515R,Algam - Camac,Savarez,2.3,9,20.7
191,7335,BLACKSTAR - FLY 103 EXTENTION CABINET,FLY 103,Amplificateurs Guitares Electriques,Baffles Guitares Electriques,845644000000.0,44157,Adagio,Blackstar,20.46,1,20.46
192,38386,ORTEGA - ONS50STD-BK - Courroie nylon noir,ONS50STD-BK,Accessoires Guitares & Basses,Sangles Guitares & Basses,840553000000.0,ONS50STD-BK,Saico - Ti,Ortega,5.08,4,20.32
193,13101,ERNIE BALL - 2824 - SUPER SLINKY BASS 5 40-125 - Cordes de Basse Ãlectrique - Jeu de 5,CEB 2824,Cordes Guitares & Basses,Cordes Basses Electriques,749699000000.0,CEB 2824,Algam - Gaffarel,Ernie Ball,20.3,1,20.3
194,44489,SAVAREZ - 506J,506J,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,698503000000.0,CSA 506J,Algam - Camac,Savarez,2.25,9,20.25
195,44496,SAVAREZ - 504J,504J,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,698503000000.0,CSA 504J,Algam - Camac,Savarez,2.25,9,20.25
196,44794,AUGUSTINE - ROUGE6-MI - Corde classique Ã  l'unitÃ© Mi 6 rouge file,ROUGE6-MI,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,639690000000.0,CAU ROUGE6-MI,Algam - Camac,Augustine,2.25,9,20.25
197,35368,ELIXIR - 12027 - Jeu de 6 cordes guitare Ã©lectrique,12027,Cordes Guitares & Basses,Cordes Guitares Electriques,733132000000.0,CEL 12027,Algam - Camac,Elixir,10.05,2,20.1
198,35379,ELIXIR - 12152 - Jeu de 6 cordes guitare Ã©lectrique,12152,Cordes Guitares & Basses,Cordes Guitares Electriques,733132000000.0,CEL 12152,Algam - Camac,Elixir,10.05,2,20.1
199,44788,AUGUSTINE - NOIR5-LA - Corde classique Ã  l'unitÃ© La 5 nylon noir standard,NOIR5-LA,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,639690000000.0,CAU NOIR5-LA,Algam - Camac,Augustine,1.65,12,19.8
200,31366,IBANEZ - IACS61C,IACS61C,Cordes Guitares & Basses,Cordes Guitares Acoustiques / Folks,4515280000000.0,IACS61C,Hoshino,Ibanez,6.32,3,18.96
201,12869,ERNIE BALL - 10754 - ALUMINUM BRONZE 54 - Corde de Guitare Acoustique - UnitÃ©,CEB 10754,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 10754,Algam - Gaffarel,Ernie Ball,3.75,5,18.75
202,34490,LEVY'S - MSSW80-004 - Sangle guitare et basse tissu tressÃ©,MSSW80-004,Accessoires Guitares & Basses,Sangles Guitares & Basses,734991000000.0,LEV-MSSW80-004,HTD - High Tech Distribution,Levy's,18.74,1,18.74
203,31254,IBANEZ - BWS90 BASS WORKSHOP - Sangle basse,BWS90 BASS WORKSHOP,Accessoires Guitares & Basses,Sangles Guitares & Basses,4515280000000.0,BWS90,Hoshino,Ibanez,18.46,1,18.46
204,34133,LEVY'S - MDP-US - Sangles guitares et basses,MDP-US,Accessoires Guitares & Basses,Sangles Guitares & Basses,734991000000.0,LEV-MDP-US,HTD - High Tech Distribution,Levy's,18.05,1,18.05
205,35547,ELIXIR - 19062 LIGHT /8C,19062,Cordes Guitares & Basses,Cordes Guitares Electriques,733132000000.0,CEL 19062,Algam - Camac,Elixir,17.45,1,17.45
206,44787,AUGUSTINE - ROUGE5-LA - Corde classique Ã  l'unitÃ© La  5 rouge file,ROUGE5-LA,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,639690000000.0,CAU ROUGE5-LA,Algam - Camac,Augustine,1.9,9,17.1
207,44797,AUGUSTINE - BLEU4-RE - Corde classique Ã  l'untiÃ© Re 4 bleu file,BLEU4-RE,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,639690000000.0,CAU BLEU4-RE,Algam - Camac,Augustine,1.9,9,17.1
208,31303,IBANEZ - PPA16MSGDB,PPA16MSGDB,Accessoires Guitares & Basses,MÃ©diators,4515280000000.0,PPA16MSGDB,Hoshino,Ibanez,5.61,3,16.83
209,13089,ERNIE BALL - 2835 - EXTRA SLINKY NICKEL WOUND 40-95 - Cordes de Basse Ãlectrique - Jeu de 4,CEB 2835,Cordes Guitares & Basses,Cordes Basses Electriques,749699000000.0,CEB 2835,Algam - Gaffarel,Ernie Ball,16.75,1,16.75
210,13100,ERNIE BALL - 2834 - SUPER SLINKY NICKEL WOUND 45-100 - Cordes de Basse Ãlectrique - Jeu de 4,CEB 2834,Cordes Guitares & Basses,Cordes Basses Electriques,749699000000.0,CEB 2834,Algam - Gaffarel,Ernie Ball,16.75,1,16.75
211,34558,DUNLOP - DST7001RD,DST7001RD,Accessoires Guitares & Basses,Sangles Guitares & Basses,710137000000.0,ADU DST7001RD,Algam - Camac,Dunlop,16.7,1,16.7
212,22254,ORANGE - CBL40-HPJJ,CBL40-HPJJ,Accessoires Guitares & Basses,CÃ¢bles Instruments,5060300000000.0,ORA-CBL40-HPJJ,HTD - High Tech Distribution,Orange,16.67,1,16.67
213,34006,LEVY'S - M4-BLK - Sangles guitares et basses,M4-BLK,Accessoires Guitares & Basses,Sangles Guitares & Basses,734990000000.0,LEV-M4-BLK,HTD - High Tech Distribution,Levy's,16.66,1,16.66
214,44420,SAVAREZ - 514J,514J,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,698503000000.0,CSA 514J,Algam - Camac,Savarez,2.3,7,16.1
215,33981,LEVY'S - M26-XL-BLK - Sangle guitare et basse cuir,M26-XL-BLK,Accessoires Guitares & Basses,Sangles Guitares & Basses,734990000000.0,LEV-M26-XL-BLK,HTD - High Tech Distribution,Levy's,16.02,1,16.02
216,38833,ERNIE BALL - 5328 - Sangle Guitare Racer Yellow,5328,Accessoires Guitares & Basses,Sangles Guitares & Basses,749699000000.0,AEB 5328,Algam - Gaffarel,Ernie Ball,16.0,1,16.0
217,39084,DUNLOP - 5400 U CHIFFON COTON,5400 U CHIFFON COTON,Accessoires Guitares & Basses,Outils et Entretien,,ADU 5400 U,Algam - Camac,Dunlop,2.63,6,15.78
218,12867,ERNIE BALL - 10750 - ALUMINUM BRONZE 50 - Corde de Guitare Acoustique - UnitÃ©,CEB 10750,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 10750,Algam - Gaffarel,Ernie Ball,3.75,4,15.0
219,44892,AQUILA - 135U - Cordes ukulÃ©lÃ©,135U,Cordes Guitares & Basses,Cordes UkulÃ©lÃ©s,8052410000000.0,CAQ 135U,Algam - Camac,Aquila,1.65,9,14.85
220,34264,LEVY'S - MPJR-001 - SANGLES GUITARES ET BASSES,MPJR-001,Accessoires Guitares & Basses,Sangles Guitares & Basses,734991000000.0,LEV-MPJR-001,HTD - High Tech Distribution,Levy's,14.69,1,14.69
221,34265,LEVY'S - MPJR-002 - SANGLES GUITARES ET BASSES,MPJR-002,Accessoires Guitares & Basses,Sangles Guitares & Basses,734991000000.0,LEV-MPJR-002,HTD - High Tech Distribution,Levy's,14.69,1,14.69
222,34266,LEVY'S - MPJR-003 - SANGLES GUITARES ET BASSES,MPJR-003,Accessoires Guitares & Basses,Sangles Guitares & Basses,734991000000.0,LEV-MPJR-003,HTD - High Tech Distribution,Levy's,14.69,1,14.69
223,38943,KIDAM - K5203RA - Sangle guitare motifs rouge,K5203RA,Accessoires Guitares & Basses,Sangles Guitares & Basses,7506360000000.0,KID043,DIM France Audio,Kidam,14.45,1,14.45
224,38944,KIDAM - K5203DR - Sangle guitare motifs rouge,K5203DR,Accessoires Guitares & Basses,Sangles Guitares & Basses,7506360000000.0,KID044,DIM France Audio,Kidam,14.45,1,14.45
225,12883,ERNIE BALL - 3004 - EARTHWOOD LIGHT 11-52 - Cordes de Guitare Acoustique - Lot de 3 jeux de 6,CEB 3004,Cordes Guitares & Basses,Cordes Guitares Acoustiques / Folks,749699000000.0,CEB 3004,Algam - Gaffarel,Ernie Ball,13.52,1,13.52
226,35515,ELIXIR - 16102 PHOS.BRONZE. M 13-56,16102,Cordes Guitares & Basses,Cordes Guitares Acoustiques / Folks,733132000000.0,CEL 16102,Algam - Camac,Elixir,13.45,1,13.45
227,35518,ELIXIR - 16182 HD LIGHT BZE 13-53,16182,Cordes Guitares & Basses,Cordes Guitares Acoustiques / Folks,733132000000.0,CEL 16182,Algam - Camac,Elixir,13.45,1,13.45
228,38951,KIDAM - K7501NC - Sangle guitare nat/cafÃ©,K7501NC,Accessoires Guitares & Basses,Sangles Guitares & Basses,7506360000000.0,KID051,DIM France Audio,Kidam,13.34,1,13.34
229,35345,ELIXIR - 11025 POLYWEB CL 11-52,11025,Cordes Guitares & Basses,Cordes Guitares Acoustiques / Folks,733132000000.0,CEL 11025,Algam - Camac,Elixir,12.75,1,12.75
230,35349,ELIXIR - 11050 POLYWEB L 12-53,11050,Cordes Guitares & Basses,Cordes Guitares Acoustiques / Folks,733132000000.0,CEL 11050,Algam - Camac,Elixir,12.75,1,12.75
231,35360,ELIXIR - 11182 HD LIGHT PB 13-53,11182,Cordes Guitares & Basses,Cordes Guitares Acoustiques / Folks,733132000000.0,CEL 11182,Algam - Camac,Elixir,12.75,1,12.75
232,38389,ORTEGA - OGSHK-BK - Courroie rosace classique noir,OGSHK-BK,Accessoires Guitares & Basses,Sangles Guitares & Basses,840553000000.0,OGSHK-BK,Saico - Ti,Ortega,6.35,2,12.7
233,12933,ERNIE BALL - 1862 - EARTHWOOD PHOSPHOR BRONZE 62 - Corde de Guitare Acoustique - UnitÃ©,CEB 1862,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 1862,Algam - Gaffarel,Ernie Ball,2.1,6,12.6
234,35457,ELIXIR - 15147 NANOWEB 047,15147,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,733132000000.0,CEL 15147,Algam - Camac,Elixir,4.2,3,12.6
235,12845,ERNIE BALL - EEB 6059,EEB 6059,Accessoires Guitares & Basses,CÃ¢bles de Patch,749699000000.0,EEB 6059,Algam - Gaffarel,Ernie Ball,12.3,1,12.3
236,12911,ERNIE BALL - 2151 - EARTHWOOD PHOSPHOR ROCK & BLUES 10-52 - Cordes de Guitare Acoustique - Jeu,CEB 2151,Cordes Guitares & Basses,Cordes Guitares Acoustiques / Folks,749699000000.0,CEB 2151,Algam - Gaffarel,Ernie Ball,6.0,2,12.0
237,12972,ERNIE BALL - 10232 - EVERLAST COATED PHOSPHOR BRONZE 32 - Corde de Guitare Acoustique - UnitÃ©,CEB 10232,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 10232,Algam - Gaffarel,Ernie Ball,2.35,5,11.75
238,51141,SNARK - SUPER TIGHT 2 - accordeur,SUPER TIGHT 2,Accessoires Guitares & Basses,Accordeurs,611820000000.0,677856,Adagio,Snark,11.52,1,11.52
239,44488,SAVAREZ - 526J,526J,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,698503000000.0,CSA 526J,Algam - Camac,Savarez,2.25,5,11.25
240,31296,IBANEZ - PPA14MSGWH,PPA14MSGWH,Accessoires Guitares & Basses,MÃ©diators,4515280000000.0,PPA14MSGWH,Hoshino,Ibanez,5.61,2,11.22
241,13063,ERNIE BALL - 10699 - SLINKY COBALT 110 - Corde de Basse Ãlectrique - UnitÃ©,CEB 10699,Cordes Guitares & Basses,Cordes de Basses Ã  lâUnitÃ©,749699000000.0,CEB 10699,Algam - Gaffarel,Ernie Ball,11.05,1,11.05
242,44767,ARGENTINE - 1213 - Corde Jazz Ã  Boule 3e Acier FilÃ© MÃ©tal ArgentÃ©,1213,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,698503000000.0,CAR 1213,Algam - Camac,Argentine,1.55,7,10.85
243,37878,KEIKI - KNS-EM-U - Courroie ukulele el muerto,KNS-EM-U,Accessoires Guitares & Basses,Sangles Guitares & Basses,840553000000.0,KNS-EM-U,Saico - Ti,Keiki,10.84,1,10.84
244,35259,DIMARZIO - DM2001PK - Capot pour simple bobinage Ã  annulation de bruit de fond - set 3 piÃ¨ces - Rose,DM2001PK,Accessoires Guitares & Basses,PiÃ¨ces dÃ©tachÃ©es,663334000000.0,,Mogar,DiMarzio,10.61,1,10.61
245,38955,KIDAM - K7301AR - Sangle guitare beige,K7301AR,Accessoires Guitares & Basses,Sangles Guitares & Basses,7506360000000.0,KID074,DIM France Audio,Kidam,10.56,1,10.56
246,38956,KIDAM - K7301AM - Sangle guitare bleu marine,K7301AM,Accessoires Guitares & Basses,Sangles Guitares & Basses,7506360000000.0,KID075,DIM France Audio,Kidam,10.56,1,10.56
247,38957,KIDAM - K7301CA - Sangle guitare cafÃ©,K7301CA,Accessoires Guitares & Basses,Sangles Guitares & Basses,7506360000000.0,KID076,DIM France Audio,Kidam,10.56,1,10.56
248,38960,KIDAM - K7301AVI - Sangle guitare bordeaux,K7301AVI,Accessoires Guitares & Basses,Sangles Guitares & Basses,7506360000000.0,KID079,DIM France Audio,Kidam,10.56,1,10.56
249,38961,KIDAM - K7301NA - Sangle guitare rouge,K7301NA,Accessoires Guitares & Basses,Sangles Guitares & Basses,7506360000000.0,KID080,DIM France Audio,Kidam,10.56,1,10.56
250,38962,KIDAM - K7301GR - Sangle guitare gris,K7301GR,Accessoires Guitares & Basses,Sangles Guitares & Basses,7506360000000.0,KID081,DIM France Audio,Kidam,10.56,1,10.56
251,39005,KIDAM - K7004IN - Sangle guitare tissus,K7004IN,Accessoires Guitares & Basses,Sangles Guitares & Basses,7506360000000.0,KID137,DIM France Audio,Kidam,10.56,1,10.56
252,38265,ORTEGA - OCST-1BK - Accordeur rosace,OCST-1BK,Accessoires Guitares & Basses,Accordeurs,840553000000.0,OCST-1BK,Saico - Ti,Ortega,10.3,1,10.3
253,38399,ORTEGA - OUS-PALM - Courroie ukulele palm island,OUS-PALM,Accessoires Guitares & Basses,Sangles Guitares & Basses,840553000000.0,OUS-PALM,Saico - Ti,Ortega,10.22,1,10.22
254,38401,ORTEGA - OUS-SUN - Courroie ukulele sundown,OUS-SUN,Accessoires Guitares & Basses,Sangles Guitares & Basses,840553000000.0,OUS-SUN,Saico - Ti,Ortega,10.22,1,10.22
255,49594,DR STRINGS - NBE-11 - Set 6 cordes guitare Ã©lectrique bleu nÃ©on,NBE-11,Cordes Guitares & Basses,Cordes Guitares Electriques,600781000000.0,DRS-NBE-11,HTD - High Tech Distribution,DR Strings,10.16,1,10.16
256,44799,AUGUSTINE - NOIR4-RE - Corde classique Ã  l'unitÃ© Re 4 nylon noir standard,NOIR4-RE,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,639690000000.0,CAU NOIR4-RE,Algam - Camac,Augustine,1.45,7,10.15
257,35364,ELIXIR - 12002 - Jeu de 6 cordes guitare Ã©lectrique,12002,Cordes Guitares & Basses,Cordes Guitares Electriques,733132000000.0,CEL 12002,Algam - Camac,Elixir,10.05,1,10.05
258,35375,ELIXIR - 12077 - Jeu de 6 cordes guitare Ã©lectrique,12077,Cordes Guitares & Basses,Cordes Guitares Electriques,733132000000.0,CEL 12077,Algam - Camac,Elixir,10.05,1,10.05
259,35376,ELIXIR - 12100 - Jeu de 6 cordes guitare Ã©lectrique,12100,Cordes Guitares & Basses,Cordes Guitares Electriques,733132000000.0,CEL 12100,Algam - Camac,Elixir,10.05,1,10.05
260,35377,ELIXIR - 12102 - Jeu de 6 cordes guitare Ã©lectrique,12102,Cordes Guitares & Basses,Cordes Guitares Electriques,733132000000.0,CEL 12102,Algam - Camac,Elixir,10.05,1,10.05
