,Id_produit,Nom produit,Reference,Categorie principale,Categorie,EAN,Supplier_reference,Fournisseur,Marque,Prix,Quantite,VALEUR STOCK
261,35380,ELIXIR - 12302 - Jeu de 6 cordes baryton guitare Ã©lectrique,12302,Cordes Guitares & Basses,Cordes Guitares Electriques,733132000000.0,CEL 12302,Algam - Camac,Elixir,10.05,1,10.05
262,17398,ERNIE BALL - AEB 9601 - Capodastre,AEB 9601,Accessoires Guitares & Basses,Capodastres,749699000000.0,AEB 9601,Algam - Gaffarel,Ernie Ball,9.85,1,9.85
263,12941,ERNIE BALL - 2554 - EVERLAST COATED MEDIUM 13-56 -  Cordes de Guitare Acoustique - Jeu de 6,CEB 2554,Cordes Guitares & Basses,Cordes Guitares Acoustiques / Folks,749699000000.0,CEB 2554,Algam - Gaffarel,Ernie Ball,9.8,1,9.8
264,12962,ERNIE BALL - 2550 - EVERLAST PHOSPHOR EXTRA LIGHT 10-50 - Cordes de Guitare Acoustique - Jeu,CEB 2550,Cordes Guitares & Basses,Cordes Guitares Acoustiques / Folks,749699000000.0,CEB 2550,Algam - Gaffarel,Ernie Ball,9.8,1,9.8
265,12963,ERNIE BALL - 2548 - EVERLAST PHOSPHOR LIGHT 11-52 - Cordes de Guitare Acoustique - Jeu,CEB 2548,Cordes Guitares & Basses,Cordes Guitares Acoustiques / Folks,749699000000.0,CEB 2548,Algam - Gaffarel,Ernie Ball,9.8,1,9.8
266,12856,ERNIE BALL - 10722 - ALUMINUM BRONZE 22 - Corde de Guitare Acoustique - UnitÃ©,CEB 10722,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 10722,Algam - Gaffarel,Ernie Ball,1.9,5,9.5
267,12966,ERNIE BALL - 10220 - EVERLAST COATED PHOSPHOR BRONZE 20 - Corde de Guitare Acoustique - UnitÃ©,CEB 10220,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 10220,Algam - Gaffarel,Ernie Ball,1.9,5,9.5
268,12862,ERNIE BALL - 10734 - ALUMINUM BRONZE 34 - Corde de Guitare Acoustique - UnitÃ©,CEB 10734,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 10734,Algam - Gaffarel,Ernie Ball,2.35,4,9.4
269,13059,ERNIE BALL - 10690 - SLINKY COBALT 90 - Corde de Basse Ãlectrique - UnitÃ©,CEB 10690,Cordes Guitares & Basses,Cordes de Basses Ã  lâUnitÃ©,749699000000.0,CEB 10690,Algam - Gaffarel,Ernie Ball,9.3,1,9.3
270,50983,"MARSHALL - BiÃ¨re 6,8 pourcent - 1 bouteille 33cl",BMA FSIPA12X33B-DA UNITE,Accessoires Guitares & Basses,Accessoires Divers Guitares & Basses,,BMA FSIPA12X33B-DA-UNITE,Algam - Gaffarel,Marshall,1.81,5,9.05
271,42631,ERNIE BALL - 2722 - Jeu de cordes guitare Ã©lectrique Hybrid slinky 09-11-16-26-36-46,2722,Cordes Guitares & Basses,Cordes Guitares Electriques,749699000000.0,CEB 2722,Algam - Gaffarel,Ernie Ball,9.05,1,9.05
272,44484,SAVAREZ - 526R,526R,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,698503000000.0,CSA 526R,Algam - Camac,Savarez,2.25,4,9.0
273,10733,DUNLOP - PACK DE 12 MEDIATORS TORTEX STANDARD 0.73MM,418P73,Accessoires Guitares & Basses,MÃ©diators,710137000000.0,ADU 418P73,Algam - Camac,Dunlop,4.35,2,8.7
274,44442,SAVAREZ - BRH66,BRH66,Cordes Guitares & Basses,Autres Cordes,,CSA BRH66,Algam - Camac,Savarez,8.65,1,8.65
275,49563,DR STRINGS - MD-10 - Jeu de 4 Cordes mandoline,MD-10,Cordes Guitares & Basses,Cordes Mandolines,600781000000.0,DRS-MD-10,HTD - High Tech Distribution,DR Strings,8.46,1,8.46
276,12934,ERNIE BALL - 1864 - EARTHWOOD PHOSPHOR BRONZE 64 - Corde de Guitare Acoustique x6,CEB 1864,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 1864,Algam - Gaffarel,Ernie Ball,2.1,4,8.4
277,12935,ERNIE BALL - 1866 - EARTHWOOD PHOSPHOR BRONZE 66 - Corde de Guitare Acoustique - UnitÃ©,CEB 1866,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 1866,Algam - Gaffarel,Ernie Ball,2.1,4,8.4
278,13083,ERNIE BALL - 10870 - SLINKY FLATWOUND 70 - Corde de Basse Ãlectrique - UnitÃ©,CEB 10870,Cordes Guitares & Basses,Cordes de Basses Ã  lâUnitÃ©,749699000000.0,CEB 10870,Algam - Gaffarel,Ernie Ball,8.4,1,8.4
279,19382,FLIGHT - POLYESTER SURF,POLYESTER SURF,Accessoires Guitares & Basses,Sangles Guitares & Basses,3831120000000.0,ALMS35SURF,Hal Leonard,Flight,8.39,1,8.39
280,12851,ERNIE BALL - 2570 - ALUMINUM BRONZE EXTRA LIGHT 10-50- Cordes de Guitare Acoustique - Jeu de 6,CEB 2570,Cordes Guitares & Basses,Cordes Guitares Acoustiques / Folks,749699000000.0,CEB 2570,Algam - Gaffarel,Ernie Ball,8.35,1,8.35
281,13079,ERNIE BALL - 10850 - SLINKY FLATWOUND 50 - Corde de Basse Ãlectrique - UnitÃ©,CEB 10850,Cordes Guitares & Basses,Cordes de Basses Ã  lâUnitÃ©,749699000000.0,CEB 10850,Algam - Gaffarel,Ernie Ball,7.85,1,7.85
282,12904,ERNIE BALL - 1454 - EARTHWOOD 80/20 BRONZE 54 - Corde de Guitare Acoustique - UnitÃ©,CEB 1454,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 1454,Algam - Gaffarel,Ernie Ball,1.3,6,7.8
283,38927,KIDAM - K4003AZ - Sangle guitare jeans,K4003AZ,Accessoires Guitares & Basses,Sangles Guitares & Basses,7506360000000.0,KID020,DIM France Audio,Kidam,7.78,1,7.78
284,38579,ORTEGA - UKA-CC - Jeu cordes ukulele concert,UKA-CC,Cordes Guitares & Basses,Cordes UkulÃ©lÃ©s,842960000000.0,UKA-CC,Saico - Ti,Ortega,2.54,3,7.62
285,12855,ERNIE BALL - 10720 - ALUMINUM BRONZE 20 - Corde de Guitare Acoustique - UnitÃ©,CEB 10720,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 10720,Algam - Gaffarel,Ernie Ball,1.9,4,7.6
286,22573,BOSS - BMIDI-2-35,BMIDI-2-35,Accessoires Guitares & Basses,CÃ¢bles de Patch,4957050000000.0,BMIDI-2-35,Roland,Boss,7.6,1,7.6
287,12915,ERNIE BALL - 1826 - EARTHWOOD PHOSPHOR BRONZE 26 - Corde de Guitare Acoustique - UnitÃ©,CEB 1826,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 1826,Algam - Gaffarel,Ernie Ball,1.2,6,7.2
288,44871,AQUILA - 116U - Cordes ukulÃ©lÃ©,116U,Cordes Guitares & Basses,Cordes UkulÃ©lÃ©s,8052410000000.0,CAQ 116U,Algam - Camac,Aquila,7.1,1,7.1
289,12923,ERNIE BALL - 1842 - EARTHWOOD PHOSPHOR BRONZE 42 - Corde de Guitare Acoustique - UnitÃ©,CEB 1842,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 1842,Algam - Gaffarel,Ernie Ball,1.4,5,7.0
290,31281,IBANEZ - ISB4 - Straps blocks noirs,ISB4,Accessoires Guitares & Basses,PiÃ¨ces dÃ©tachÃ©es,4549760000000.0,ISB4-BK,Hoshino,Ibanez,3.48,2,6.96
291,38936,KIDAM - K4021R - Sangle guitare nylon,K4021R,Accessoires Guitares & Basses,Sangles Guitares & Basses,7506360000000.0,KID031,DIM France Audio,Kidam,6.83,1,6.83
292,38938,KIDAM - K4021V - Sangle guitare nylon,K4021V,Accessoires Guitares & Basses,Sangles Guitares & Basses,7506360000000.0,KID033,DIM France Audio,Kidam,6.83,1,6.83
293,38918,KIDAM - K3005VI - Sangle guitare bordeaux,K3005VI,Accessoires Guitares & Basses,Sangles Guitares & Basses,7506360000000.0,KID010,DIM France Audio,Kidam,6.67,1,6.67
294,38920,KIDAM - K3005CA - Sangle guitare cafÃ©,K3005CA,Accessoires Guitares & Basses,Sangles Guitares & Basses,7506360000000.0,KID012,DIM France Audio,Kidam,6.67,1,6.67
295,38921,KIDAM - K3005PL - Sangle guitare argent,K3005PL,Accessoires Guitares & Basses,Sangles Guitares & Basses,7506360000000.0,KID014,DIM France Audio,Kidam,6.67,1,6.67
296,38923,KIDAM - K3005AT - Sangle guitare turquoise,K3005AT,Accessoires Guitares & Basses,Sangles Guitares & Basses,7506360000000.0,KID016,DIM France Audio,Kidam,6.67,1,6.67
297,38924,KIDAM - K3005AR - Sangle guitare bleu roi,K3005AR,Accessoires Guitares & Basses,Sangles Guitares & Basses,7506360000000.0,KID017,DIM France Audio,Kidam,6.67,1,6.67
298,12936,ERNIE BALL - 1868 - EARTHWOOD PHOSPHOR BRONZE 68 - Corde de Guitare Acoustique - UnitÃ©,CEB 1868,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 1868,Algam - Gaffarel,Ernie Ball,2.2,3,6.6
299,12929,ERNIE BALL - 1854 - EARTHWOOD PHOSPHOR BRONZE 54 - Corde de Guitare Acoustique - UnitÃ©,CEB 1854,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 1854,Algam - Gaffarel,Ernie Ball,1.65,4,6.6
300,34062,LEVY'S - M8POLY-PRP - Sangles guitares et basses,M8POLY-PRP,Accessoires Guitares & Basses,Sangles Guitares & Basses,734991000000.0,LEV-M8POLY-PRP,HTD - High Tech Distribution,Levy's,6.59,1,6.59
301,34064,LEVY'S - M8POLY-RNB - Sangle guitare et basse polypropylene rainbow,M8POLY-RNB,Accessoires Guitares & Basses,Sangles Guitares & Basses,734991000000.0,LEV-M8POLY-RNB,HTD - High Tech Distribution,Levy's,6.59,1,6.59
302,31270,IBANEZ - GSF50 BROWN - Sangle pour guitare,GSF50 BROWN,Accessoires Guitares & Basses,Sangles Guitares & Basses,4515280000000.0,GSF50-BR,Hoshino,Ibanez,6.32,1,6.32
303,25329,ERNIE BALL - 2145 EARTHWOOD CUSTOM LIGHT PHOSPHORE BRONZE,2145 EARTHWOOD CUSTOM LIGHT,Cordes Guitares & Basses,Cordes Guitares Acoustiques / Folks,749699000000.0,CEB 2145,Algam - Gaffarel,Ernie Ball,6.05,1,6.05
304,12909,ERNIE BALL - 2144 - EARTHWOOD PHOSPHOR MEDIUM 13-56 - Cordes de Guitare Acoustique - Jeu,CEB 2144,Cordes Guitares & Basses,Cordes Guitares Acoustiques / Folks,749699000000.0,CEB 2144,Algam - Gaffarel,Ernie Ball,6.0,1,6.0
305,12858,ERNIE BALL - 10726 - ALUMINUM BRONZE 26 - Corde de Guitare Acoustique - UnitÃ©,CEB 10726,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 10726,Algam - Gaffarel,Ernie Ball,1.9,3,5.7
306,12859,ERNIE BALL - 10728 - ALUMINUM BRONZE 28 - Corde de Guitare Acoustique - UnitÃ©,CEB 10728,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 10728,Algam - Gaffarel,Ernie Ball,1.9,3,5.7
307,12945,ERNIE BALL - 10324 - EVERLAST COATED 24 - Corde de Guitare Acoustique - UnitÃ©,CEB 10324,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 10324,Algam - Gaffarel,Ernie Ball,1.9,3,5.7
308,31312,IBANEZ - PPA16XSG BK,PPA16XSG BK,Accessoires Guitares & Basses,MÃ©diators,4515280000000.0,PPA16XSGBK,Hoshino,Ibanez,5.61,1,5.61
309,31348,IBANEZ - IEGS62,IEGS62,Cordes Guitares & Basses,Cordes Guitares Electriques,4515280000000.0,IEGS62,Hoshino,Ibanez,5.61,1,5.61
310,12926,ERNIE BALL - 1848 - EARTHWOOD PHOSPHOR BRONZE 48 - Corde de Guitare Acoustique - UnitÃ©,CEB 1848,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 1848,Algam - Gaffarel,Ernie Ball,1.4,4,5.6
311,31347,IBANEZ - PGS12,PGS12,Accessoires Guitares & Basses,MÃ©diators,4549760000000.0,PGS12,Hoshino,Ibanez,2.77,2,5.54
312,44748,ARGENTINE - 1011 - Corde Jazz Ã  Boucle 1e Acier Nu,1011,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,698503000000.0,CAR 1011,Algam - Camac,Argentine,0.75,7,5.25
313,12887,ERNIE BALL - 1424 - EARTHWOOD 80/20 BRONZE 24 - Corde de Guitare Acoustique - UnitÃ©,CEB 1424,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 1424,Algam - Gaffarel,Ernie Ball,1.05,5,5.25
314,21691,ERNIE BALL - 2215 - CUSTOM GAUGE NICKEL - 6 Cordes de Guitare Electrique,CEB 2215,Cordes Guitares & Basses,Cordes Guitares Electriques,749699000000.0,CEB 2215,Algam - Gaffarel,Ernie Ball,5.25,1,5.25
315,12917,ERNIE BALL - 1830 - EARTHWOOD PHOSPHOR BRONZE 30 - Corde de Guitare Acoustique - UnitÃ©,CEB 1830,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 1830,Algam - Gaffarel,Ernie Ball,1.3,4,5.2
316,12810,ERNIE BALL - AEB 4119,AEB 4119,Accessoires Guitares & Basses,Outils et Entretien,749699000000.0,AEB 4119,Algam - Gaffarel,Ernie Ball,2.45,2,4.9
317,42405,FLIGHT - FRST 200 - Cordes UkulÃ©lÃ© tÃ©nor,FRST 200,Cordes Guitares & Basses,Cordes UkulÃ©lÃ©s,3831120000000.0,ALMFRST200,Hal Leonard,Flight,4.87,1,4.87
318,12912,ERNIE BALL - 1820 - EARTHWOOD PHOSPHOR BRONZE 20 - Corde de Guitare Acoustique - UnitÃ©,CEB 1820,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 1820,Algam - Gaffarel,Ernie Ball,1.2,4,4.8
319,12916,ERNIE BALL - 1828 - EARTHWOOD PHOSPHOR BRONZE 28 - Corde de Guitare Acoustique - UnitÃ©,CEB 1828,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 1828,Algam - Gaffarel,Ernie Ball,1.2,4,4.8
320,38438,"ORTEGA - OERP - Film protege table, transparent",OERP,Accessoires Guitares & Basses,PiÃ¨ces dÃ©tachÃ©es,840553000000.0,OERP,Saico - Ti,Ortega,4.77,1,4.77
321,12971,ERNIE BALL - 10230 - EVERLAST COATED PHOSPHOR BRONZE 30 - Corde de Guitare Acoustique - UnitÃ©,CEB 10230,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 10230,Algam - Gaffarel,Ernie Ball,2.35,2,4.7
322,23968,ERNIE BALL - 2217 ZIPPY SLINKY,2217 ZIPPY SLINKY,Cordes Guitares & Basses,Cordes Guitares Electriques,749699000000.0,CEB 2217,Algam - Gaffarel,Ernie Ball,4.7,1,4.7
323,53249,DUNLOP - DHCN1254 - Jeu de 6 cordes guitare Ã©lectrique,DHCN1254,Cordes Guitares & Basses,Cordes Guitares Electriques,710137000000.0,CDU DHCN1254,Algam - Camac,Dunlop,4.65,1,4.65
324,12894,ERNIE BALL - 1436 - EARTHWOOD 80/20 BRONZE 36 - Corde de Guitare Acoustique - UnitÃ©,CEB 1436,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 1436,Algam - Gaffarel,Ernie Ball,1.15,4,4.6
325,10633,DUNLOP - PACK DE 12 MEDIATORS TORTEX SHARP 1.14MM,412P114,Accessoires Guitares & Basses,MÃ©diators,710137000000.0,ADU 412P114,Algam - Camac,Dunlop,4.35,1,4.35
326,56446,"DUNLOP - 483P02MD - MÃ©diator Celluloid, player's pack de 12, black perloid, medium",483P02MD,Accessoires Guitares & Basses,MÃ©diators,710137000000.0,ADU 483P02MD,Algam - Camac,Dunlop,4.35,1,4.35
327,44639,MARTIN GUITARS - M465 - 8 cordes mandoline,M465,Cordes Guitares & Basses,Cordes Mandolines,729790000000.0,CMA M465,Algam - Camac,Martin Guitars,4.3,1,4.3
328,12885,ERNIE BALL - 1420 - EARTHWOOD 80/20 BRONZE 20 - Corde de Guitare Acoustique - UnitÃ©,CEB 1420,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 1420,Algam - Gaffarel,Ernie Ball,1.05,4,4.2
329,12925,ERNIE BALL - 1846 - EARTHWOOD PHOSPHOR BRONZE 46 - Corde de Guitare Acoustique - UnitÃ©,CEB 1846,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 1846,Algam - Gaffarel,Ernie Ball,1.4,3,4.2
330,44743,ARGENTINE - 1042 - Corde Mandoline 2e Acier Nu,1042,Cordes Guitares & Basses,Cordes Mandolines,698503000000.0,CAR 1042,Algam - Camac,Argentine,0.65,6,3.9
331,44752,ARGENTINE - 1041 - Corde Mandoline 1e Acier Nu,1041,Cordes Guitares & Basses,Cordes Mandolines,698503000000.0,CAR 1041,Algam - Camac,Argentine,0.65,6,3.9
332,12902,ERNIE BALL - 1450 - EARTHWOOD 80/20 BRONZE 50 - Corde de Guitare Acoustique - UnitÃ©,CEB 1450,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 1450,Algam - Gaffarel,Ernie Ball,1.3,3,3.9
333,12967,ERNIE BALL - 10222 - EVERLAST COATED PHOSPHOR BRONZE 22 - Corde de Guitare Acoustique - UnitÃ©,CEB 10222,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 10222,Algam - Gaffarel,Ernie Ball,1.9,2,3.8
334,21145,ERNIE BALL - 1170 - CUSTOM GAUGE NICKEL - Cordes de Guitare Electrique - UnitÃ©,CEB 1170,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 1170,Algam - Gaffarel,Ernie Ball,1.9,2,3.8
335,31318,IBANEZ - BEL4ST22,BEL4ST22,Accessoires Guitares & Basses,MÃ©diators,4515280000000.0,BEL4ST22,Hoshino,Ibanez,3.69,1,3.69
336,12913,ERNIE BALL - 1822 - EARTHWOOD PHOSPHOR BRONZE 22 - Corde de Guitare Acoustique - UnitÃ©,CEB 1822,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 1822,Algam - Gaffarel,Ernie Ball,1.2,3,3.6
337,12890,ERNIE BALL - 1428 - EARTHWOOD 80/20 BRONZE 28 - Corde de Guitare Acoustique - UnitÃ©,CEB 1428,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 1428,Algam - Gaffarel,Ernie Ball,1.05,3,3.15
338,35255,DIMARZIO - DM1301BK - Chassis humbucker chevalet - Noir,DM1301BK,Accessoires Guitares & Basses,PiÃ¨ces dÃ©tachÃ©es,663334000000.0,,Mogar,DiMarzio,3.08,1,3.08
339,38583,ORTEGA - UKA-SO - Jeu cordes ukulele soprano,UKA-SO,Cordes Guitares & Basses,Cordes UkulÃ©lÃ©s,842960000000.0,UKA-SO,Saico - Ti,Ortega,2.54,1,2.54
340,15437,YELLOW PARTS - EZ1198A - PotentiomÃ¨tres,EZ1198A,Accessoires Guitares & Basses,PiÃ¨ces dÃ©tachÃ©es Ã©lectroniques,3700170000000.0,ADI EZ1198A,Algam - Camac,Yellow Parts,2.45,1,2.45
341,12896,ERNIE BALL - 1440 - EARTHWOOD 80/20 BRONZE 40 - Corde de Guitare Acoustique - UnitÃ©,CEB 1440,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 1440,Algam - Gaffarel,Ernie Ball,1.2,2,2.4
342,12931,ERNIE BALL - 1858 - EARTHWOOD PHOSPHOR BRONZE 58 - Corde de Guitare Acoustique - UnitÃ©,CEB 1858,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 1858,Algam - Gaffarel,Ernie Ball,1.65,1,1.65
343,44771,ARGENTINE - 1041X - Corde Mandoline 1e Inox,1041X,Cordes Guitares & Basses,Cordes Mandolines,698503000000.0,CAR 1041X,Algam - Camac,Argentine,0.75,2,1.5
344,12905,ERNIE BALL - 1456 - EARTHWOOD 80/20 BRONZE 56 - Corde de Guitare Acoustique - UnitÃ©,CEB 1456,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 1456,Algam - Gaffarel,Ernie Ball,1.3,1,1.3
345,12886,ERNIE BALL - 1422 - EARTHWOOD 80/20 BRONZE 22 - Corde de Guitare Acoustique - UnitÃ©,CEB 1422,Cordes Guitares & Basses,Cordes de Guitares Ã  lâUnitÃ©,749699000000.0,CEB 1422,Algam - Gaffarel,Ernie Ball,1.05,1,1.05
